Tree species,Yield class,Age,Main crop after thinning number of trees,Main crop after thinning top height (m),Main crop after thinning mean diameter (cm),Main crop after thinning basal area (m2),Main crop after thinning volume in cubic meters to top diameters of 7cm,Main crop after thinning volume in cubic meters to top diameters of 18cm,Main crop after thinning volume in cubic meters to top diameters of 24cm,Yield from thinnings number of trees,Yield from thinnings mean diameter (cm),Yield from thinnings mean volume per tree (m3),Yield from thinnings volume in cubic meters to top diameters of 7cm,Yield from thinnings volume in cubic meters to top diameters of 18cm,Yield from thinnings volume in cubic meters to top diameters of 24cm,Cumulative production basal area (m2),Cumulative production volume to 7cm (m3),Increment CAI basal area (m2),Increment CAI volume to 7cm (m3),Increment MAI volume to 7cm (m3)
Western Hemlock ,24,45,414,29.4,33,35.3,542,484,361,78,30.1,1.064,83,70,45,95.1,1068,1.28,27,23.7
Western Hemlock ,24,50,359,31.5,36.1,36.6,594,550,451,55,33.4,1.412,77,70,53,101.2,1198,1.18,25.3,24
Western Hemlock ,24,55,317,33.3,39,38,644,608,528,42,36.4,1.769,73,67,56,106.9,1320,1.07,23.7,24
Western Hemlock ,24,60,284,35,41.9,39.2,690,660,595,33,39.2,2.137,69,65,56,111.9,1435,1,22.1,23.9
Western Hemlock ,24,65,257,36.7,44.6,40.2,731,705,651,27,41.9,2.5,66,63,57,116.5,1541,0.95,21.1,23.7
Western Hemlock ,24,70,235,38.2,47.2,41.2,770,747,699,22,44.9,2.962,63,61,56,121,1643,0.91,20.3,23.5
Western Hemlock ,24,75,218,39.5,50,42.7,810,790,746,17,48.4,3.567,61,59,56,125.6,1744,0.87,19.5,23.2
Western Hemlock ,24,80,203,40.9,52.3,43.6,844,825,784,15,52.4,3.973,60,58,55,129.7,1837,0.84,18.7,23
Western Hemlock ,22,15,3713,10,9.8,28,95,0,0,117,10.3,0.046,5,0,0,29,101,3.1,23.4,6.7
Western Hemlock ,22,20,1948,13.6,12.9,25.5,147,4,0,1765,11.4,0.044,77,0,0,44.3,229,2.81,28,11.5
Western Hemlock ,22,25,1237,17,16.8,27.5,222,39,1,711,13.9,0.108,77,4,0,57.1,381,2.33,31.1,15.2
Western Hemlock ,22,30,886,20.2,20.8,30,303,142,26,351,17.1,0.22,77,15,0,67.6,540,1.93,31.2,18
Western Hemlock ,22,35,685,23.1,24.4,32.1,380,257,91,201,20.7,0.384,77,36,6,76.4,690,1.62,29.7,19.8
Western Hemlock ,22,40,555,25.6,27.7,33.5,446,254,189,130,24.3,0.594,77,52,18,83.8,836,1.39,27.6,20.9
Western Hemlock ,22,45,464,27.9,30.8,34.6,502,431,291,91,27.7,0.853,77,61,33,90.3,969,1.25,25.7,21.5
Western Hemlock ,22,50,400,29.8,33.7,35.7,552,499,382,64,30.9,1.154,73,63,43,96.3,1093,1.14,24.1,21.9
Western Hemlock ,22,55,353,31.7,36.5,37,600,558,462,47,33.9,1.469,69,62,48,101.8,1210,1.04,22.6,22
Western Hemlock ,22,60,316,33.3,39.2,38.1,645,609,531,37,36.5,1.771,64,60,49,106.7,1319,0.96,21,22
Western Hemlock ,22,65,286,34.9,41.7,39.1,685,655,589,30,39,2.086,61,57,50,111.1,1420,0.9,20,21.8
Western Hemlock ,22,70,262,36.4,44.1,40,723,696,641,24,41.4,2.458,59,56,50,115.3,1516,0.85,19.1,21.7
Western Hemlock ,22,75,242,37.7,46.6,41.3,761,738,689,20,44.1,2.878,57,55,50,119.6,1611,0.82,18.4,21.5
Western Hemlock ,22,80,224,39,48.9,42.2,794,773,729,18,46.9,3.252,56,54,50,123.4,1699,0.77,17.6,21.2
Western Hemlock ,20,15,3834,9,9,24.5,74,0,0,0,0,0,0,0,0,24.5,74,3.08,19.8,4.9
Western Hemlock ,20,20,2304,12.4,11.9,25.5,126,1,0,1530,10.9,0.038,59,0,0,39.9,185,2.82,24.8,9.2
Western Hemlock ,20,25,1453,15.7,15.4,27.2,192,21,0,851,12.9,0.082,70,2,0,52.6,321,2.34,28.3,12.9
Western Hemlock ,20,30,1027,18.7,19.1,29.6,269,93,11,426,15.7,0.164,70,8,0,63.2,467,1.94,29,15.6
Western Hemlock ,20,35,788,21.5,22.6,31.7,343,200,53,239,18.8,0.293,70,22,2,72,611,1.61,28,17.5
Western Hemlock ,20,40,635,24,25.8,33.2,408,298,129,153,22.1,0.459,70,39,9,79.4,747,1.37,26.1,18.7
Western Hemlock ,20,45,529,26.2,28.7,34.2,463,379,221,106,25.3,0.665,70,50,20,85.7,872,1.2,24.2,19.4
Western Hemlock ,20,50,452,28.1,31.4,35.1,510,444,310,77,28.4,0.912,69,56,32,91.4,988,1.08,22.6,19.8
Western Hemlock ,20,55,397,29.9,34,36.1,555,503,389,55,31.2,1.18,64,56,38,96.6,1097,0.99,21.2,20
Western Hemlock ,20,60,355,31.5,36.5,37.1,597,555,459,42,33.8,1.452,60,54,42,101.3,1200,0.91,19.9,20
Western Hemlock ,20,65,322,33,38.8,38.1,637,601,520,33,36.2,1.729,57,53,43,105.6,1297,0.86,18.8,19.9
Western Hemlock ,20,70,295,34.4,41.1,39,674,643,575,27,38.4,2.011,54,51,44,109.7,1388,0.81,18,19.8
Western Hemlock ,20,75,272,35.7,43.3,40.1,710,683,625,23,40.6,2.344,53,50,44,113.7,1477,0.76,17.3,19.7
Western Hemlock ,20,80,252,37,45.5,41,743,718,666,20,42.8,2.633,52,50,45,117.4,1560,0.72,16.5,19.5
Western Hemlock ,18,15,3878,8.1,7.9,19,48,0,0,0,0,0,0,0,0,19,48,3.04,16,3.2
Western Hemlock ,18,20,2741,11.2,10.7,24.7,104,0,0,1137,10.4,0.032,37,0,0,34.5,141,2.83,21.2,7
Western Hemlock ,18,25,1717,24.3,13.9,26,160,9,0,1024,12,0.062,63,0,0,47.3,260,2.36,25.2,10.4
Western Hemlock ,18,30,1205,27.2,17.4,28.7,230,49,2,512,14.3,0.123,63,4,0,58.1,393,1.98,26.7,13.1
Western Hemlock ,18,35,915,19.9,20.8,31,301,141,26,290,17.1,0.217,63,12,0,67.1,527,1.63,26.1,15.1
Western Hemlock ,18,40,733,22.3,23.8,32.6,365,237,77,182,20,0.346,63,26,4,74.4,654,1.35,24.4,16.3
Western Hemlock ,18,45,608,24.4,26.6,33.7,419,318,151,125,22.9,0.505,63,38,10,80.6,771,1.17,22.6,17.1
Western Hemlock ,18,50,518,26.3,29.1,34.5,465,385,232,90,25.7,0.702,63,46,20,86.1,880,1.05,21.2,17.6
Western Hemlock ,18,55,452,28,31.6,35.4,508,443,311,66,28.5,0.923,60,49,28,91.2,982,0.96,19.9,17.9
Western Hemlock ,18,60,403,29.6,33.9,36.3,548,496,382,49,31,1.157,56,48,33,95.7,1079,0.89,18.7,18
Western Hemlock ,18,65,365,31,36,37.1,586,542,444,38,33.3,1.382,53,47,36,99.9,1169,0.82,17.6,18
Western Hemlock ,18,70,333,32.4,38,37.9,621,583,498,32,35.4,1.608,50,46,37,103.7,1255,0.77,16.8,17.9
Western Hemlock ,18,75,308,33.6,40.2,39,656,623,551,25,37.5,1.928,48,45,38,107.5,1338,0.73,16.1,17.8
Western Hemlock ,18,80,285,34.8,42.1,39.7,687,657,594,23,39.4,2.106,48,45,39,111,1416,0.68,15.4,17.7
Western Hemlock ,16,15,3925,7,6.7,14,28,0,0,0,0,0,0,0,0,14,28,2.93,12,1.9
Western Hemlock ,16,20,3399,10,9.6,24.6,86,0,0,526,10.1,0.028,15,0,0,28.9,101,2.76,17.5,5
Western Hemlock ,16,25,2106,12.9,12.3,25,132,2,0,1293,11.1,0.043,56,0,0,41.7,202,2.38,22.1,8.1
Western Hemlock ,16,30,1467,15.7,15.5,27.5,194,22,0,639,12.9,0.088,56,2,0,52.6,321,2,24.1,10.7
Western Hemlock ,16,35,1097,18.2,18.6,29.8,261,79,8,370,15.2,0.151,56,6,0,61.6,443,1.64,24,12.7
Western Hemlock ,16,40,869,20.6,21.5,31.6,322,166,36,228,17.7,0.247,56,13,1,69,560,1.35,22.7,14
Western Hemlock ,16,45,716,22.6,24.1,32.8,375,249,85,153,20.3,0.368,56,24,4,75.2,670,1.16,21.2,14.9
Western Hemlock ,16,50,608,24.5,26.6,33.8,421,320,153,108,22.9,0.519,56,34,9,80.6,772,1.04,19.8,15.4
Western Hemlock ,16,55,527,26.1,28.9,34.6,460,379,225,81,25.5,0.696,56,40,17,85.5,867,0.94,18.5,15.8
Western Hemlock ,16,60,469,27.6,31,35.5,498,431,294,58,27.8,0.876,52,41,22,90,957,0.85,17.3,15.9
Western Hemlock ,16,65,423,28.9,33,36.2,534,477,357,46,30,1.055,48,41,26,93.9,1040,0.79,16.5,16
Western Hemlock ,16,70,386,30.2,34.9,36.8,567,518,412,37,32.1,1.251,46,40,29,97.7,1119,0.73,15.8,16
Western Hemlock ,16,75,356,31.5,36.8,37.7,601,559,465,30,34.1,1.483,45,40,31,101.2,1198,0.69,15.2,16
Western Hemlock ,16,80,329,32.6,38.5,38.4,630,593,511,27,35.9,1.683,44,40,33,104.5,1270,0.65,14.3,15.9
Western Hemlock ,14,20,3852,8.6,8.6,22.6,64,0,0,0,0,0,0,0,0,22.6,64,2.7,13.5,3.2
Western Hemlock ,14,25,2556,11.3,10.9,23.8,101,0,0,1296,10.5,0.034,44,0,0,35.1,145,2.35,18.2,5.8
Western Hemlock ,14,30,1787,13.9,13.7,26.3,153,8,0,769,11.9,0.064,49,0,0,46.2,246,2.04,21.1,8.2
Western Hemlock ,14,35,1334,16.4,16.6,28.9,214,35,0,453,13.8,0.108,49,3,0,55.5,356,1.7,21.8,10.2
Western Hemlock ,14,40,1046,18.6,19.4,30.8,273,99,13,288,15.9,0.17,49,6,0,63.1,464,1.38,20.9,11.6
Western Hemlock ,14,45,856,20.6,21.9,32.1,325,176,40,190,18.1,0.258,49,13,1,69.4,565,1.15,19.5,12.6
Western Hemlock ,14,50,723,22.4,24.2,33.1,370,246,84,133,20.3,0.367,49,21,3,74.7,659,1.01,18.1,13.2
Western Hemlock ,14,55,625,24,26.3,34,408,306,141,98,22.5,0.497,49,28,7,79.4,746,0.9,17,13.6
Western Hemlock ,14,60,552,25.4,28.3,34.7,444,359,202,73,24.7,0.635,47,32,12,83.7,829,0.81,16,13.8
Western Hemlock ,14,65,497,26.7,30.1,35.4,478,405,263,55,26.8,0.776,43,33,16,87.5,906,0.75,15.1,13.9
Western Hemlock ,14,70,453,28,31.8,36,510,448,318,44,28.7,0.919,41,33,19,91,979,0.7,14.4,14
Western Hemlock ,14,75,418,29.1,33.5,36.9,541,487,371,35,30.5,1.122,40,34,22,94.5,1050,0.67,13.6,14
Western Hemlock ,14,80,389,30.1,35.1,37.7,568,521,417,29,32.3,1.303,39,35,25,97.7,1116,0.62,13.1,13.9
Western Hemlock ,12,20,3916,7.2,6.8,14.1,30,0,0,0,0,0,0,0,0,14.1,30,2.63,9.3,1.5
Western Hemlock ,12,25,3077,9.7,9.2,20.3,69,0,0,839,9.8,0.024,20,0,0,26.7,89,2.41,14.3,3.6
Western Hemlock ,12,30,2159,12.1,11.7,23.2,110,1,0,918,10.9,0.046,42,0,0,38.1,172,2.12,17.8,5.7
Western Hemlock ,12,35,1624,14.5,14.4,26.5,163,12,0,535,12.4,0.079,42,1,0,47.8,267,1.76,18.2,7.6
Western Hemlock ,12,40,1267,16.7,17,28.8,218,41,1,357,14.1,0.118,42,3,0,55.7,364,1.43,18.9,9.1
Western Hemlock ,12,45,1026,18.6,19.4,30.4,267,98,13,241,15.9,0.174,42,5,0,62.1,456,1.18,17.8,10.1
Western Hemlock ,12,50,862,20.3,21.6,31.7,311,164,36,164,17.8,0.255,42,10,1,67.5,541,1.02,16.6,10.8
Western Hemlock ,12,55,742,21.8,23.7,32.8,350,225,72,120,19.8,0.352,42,17,2,72.3,622,0.91,15.6,11.3
Western Hemlock ,12,60,651,23.2,25.7,33.7,383,278,119,91,21.8,0.458,42,22,5,76.6,697,0.8,14.6,11.6
Western Hemlock ,12,65,582,24.4,27.4,34.4,415,325,169,69,23.6,0.56,39,25,8,80.3,768,0.73,13.7,11.8
Western Hemlock ,12,70,528,25.6,29,34.9,445,367,219,54,25.4,0.671,37,26,11,83.5,834,0.67,13,11.9
Western Hemlock ,12,75,485,26.7,30.6,35.6,474,405,270,43,27.1,0.819,35,27,14,86.8,898,0.62,12.5,12
Western Hemlock ,12,80,450,27.7,32.1,36.4,499,440,317,35,28.8,0.98,35,28,17,89.9,958,0.59,11.9,12
Western Red Cedar,24,15,3465,9,11.6,36.6,96,0,0,0,0,0,0,0,0,36.6,96,3.46,24.6,6.4
Western Red Cedar,24,20,2186,12.5,14.3,35.1,159,11,0,1279,13.6,0.057,72,3,0,53.8,232,3.4,30.1,11.6
Western Red Cedar,24,25,1514,15.8,18,38.7,241,62,4,672,15.9,0.125,84,11,0,70.6,397,3.3,33.9,15.9
Western Red Cedar,24,30,1145,18.7,22.2,44.3,331,185,45,369,19.1,0.227,84,29,3,86.8,571,3.15,34.4,19
Western Red Cedar,24,35,905,21.3,26.4,49.7,417,314,148,240,22.9,0.35,84,50,14,102.1,741,2.86,33.1,21.2
Western Red Cedar,24,40,746,23.5,30.3,53.9,493,420,275,159,26.9,0.527,84,65,32,115.4,901,2.51,31,22.5
Western Red Cedar,24,45,632,25.5,33.9,57.2,558,505,390,114,30.8,0.734,84,72,49,127.2,1051,2.24,28.8,23.3
Western Red Cedar,24,50,551,27.2,37.3,60.1,618,577,486,81,34.6,0.968,79,72,57,137.8,1189,2.02,26.9,23.8
Western Red Cedar,24,55,494,28.9,40.3,63.1,678,644,571,57,38.1,1.218,70,66,56,147.3,1319,1.82,25,24
Western Red Cedar,24,60,451,30.3,43.2,65.9,734,705,644,43,41.4,1.468,64,61,55,156,1439,1.66,23.1,24
Western Red Cedar,24,65,417,31.7,45.7,68.5,786,760,706,34,44.4,1.718,60,57,53,163.9,1550,1.52,21.4,23.8
Western Red Cedar,24,70,389,33,48.2,71,832,809,761,28,47.3,2.04,56,55,51,171.2,1653,1.42,19.9,23.6
Western Red Cedar,24,75,366,34.1,50.5,73.5,875,854,808,23,50.1,2.414,54,52,49,178.1,1749,1.33,18.5,23.3
Western Red Cedar,24,80,347,35.1,52.7,75.6,912,892,849,19,53,2.721,52,51,48,184.5,1838,1.24,17,23
Lawson Cypress,24,15,3465,9,11.6,36.6,96,0,0,0,0,0,0,0,0,36.6,96,3.46,24.6,6.4
Lawson Cypress,24,20,2186,12.5,14.3,35.1,159,11,0,1279,13.6,0.057,72,3,0,53.8,232,3.4,30.1,11.6
Lawson Cypress,24,25,1514,15.8,18,38.7,241,62,4,672,15.9,0.125,84,11,0,70.6,397,3.3,33.9,15.9
Lawson Cypress,24,30,1145,18.7,22.2,44.3,331,185,45,369,19.1,0.227,84,29,3,86.8,571,3.15,34.4,19
Lawson Cypress,24,35,905,21.3,26.4,49.7,417,314,148,240,22.9,0.35,84,50,14,102.1,741,2.86,33.1,21.2
Lawson Cypress,24,40,746,23.5,30.3,53.9,493,420,275,159,26.9,0.527,84,65,32,115.4,901,2.51,31,22.5
Lawson Cypress,24,45,632,25.5,33.9,57.2,558,505,390,114,30.8,0.734,84,72,49,127.2,1051,2.24,28.8,23.3
Lawson Cypress,24,50,551,27.2,37.3,60.1,618,577,486,81,34.6,0.968,79,72,57,137.8,1189,2.02,26.9,23.8
Lawson Cypress,24,55,494,28.9,40.3,63.1,678,644,571,57,38.1,1.218,70,66,56,147.3,1319,1.82,25,24
Lawson Cypress,24,60,451,30.3,43.2,65.9,734,705,644,43,41.4,1.468,64,61,55,156,1439,1.66,23.1,24
Lawson Cypress,24,65,417,31.7,45.7,68.5,786,760,706,34,44.4,1.718,60,57,53,163.9,1550,1.52,21.4,23.8
Lawson Cypress,24,70,389,33,48.2,71,832,809,761,28,47.3,2.04,56,55,51,171.2,1653,1.42,19.9,23.6
Lawson Cypress,24,75,366,34.1,50.5,73.5,875,854,808,23,50.1,2.414,54,52,49,178.1,1749,1.33,18.5,23.3
Lawson Cypress,24,80,347,35.1,52.7,75.6,912,892,849,19,53,2.721,52,51,48,184.5,1838,1.24,17,23
Western Red Cedar,22,15,3507,8.5,11.1,33.9,78,0,0,0,0,0,0,0,0,33.9,78,3.26,21,5.2
Western Red Cedar,22,20,2527,11.8,13.5,36.4,149,7,0,980,13.3,0.05,49,2,0,49.9,197,3.2,26.8,9.9
Western Red Cedar,22,25,1732,14.8,16.8,38.3,221,39,1,795,15,0.097,77,7,0,65.9,346,3.11,30.9,13.9
Western Red Cedar,22,30,1306,17.6,20.5,43,303,135,23,426,17.7,0.181,77,18,1,81,506,2.93,31.7,16.9
Western Red Cedar,22,35,1032,20.1,24.3,47.7,383,257,89,274,20.9,0.281,77,37,7,95.2,663,2.71,30.7,18.9
Western Red Cedar,22,40,845,22.3,27.9,51.8,456,364,199,187,24.5,0.411,77,52,19,108.1,812,2.44,29,20.3
Western Red Cedar,22,45,713,24.2,31.4,55.1,519,452,314,132,28,0.583,77,62,34,119.5,953,2.17,27.2,21.2
Western Red Cedar,22,50,617,25.9,34.6,57.9,575,524,412,96,31.6,0.784,76,66,46,129.8,1084,1.95,25.4,21.7
Western Red Cedar,22,55,550,27.4,37.5,60.7,631,590,498,67,34.9,0.99,66,61,48,139.1,1206,1.76,23.6,21.9
Western Red Cedar,22,60,501,28.9,40.2,63.4,684,650,574,49,38,1.202,60,56,48,147.4,1320,1.59,21.9,22
Western Red Cedar,22,65,462,30.2,42.6,65.8,734,703,639,39,40.8,1.4,56,53,47,155,1425,1.45,20.2,21.9
Western Red Cedar,22,70,430,31.4,44.9,68,778,751,695,32,43.4,1.663,53,51,46,162,1522,1.35,18.7,21.7
Western Red Cedar,22,75,404,32.4,47.1,70.3,818,794,742,26,46,1.949,50,48,45,168.4,1612,1.24,17.3,21.5
Western Red Cedar,22,80,381,33.4,49.1,72.1,853,831,783,23,48.3,2.17,48,47,44,174.4,1695,1.16,15.9,21.2
Lawson Cypress,22,15,3507,8.5,11.1,33.9,78,0,0,0,0,0,0,0,0,33.9,78,3.26,21,5.2
Lawson Cypress,22,20,2527,11.8,13.5,36.4,149,7,0,980,13.3,0.05,49,2,0,49.9,197,3.2,26.8,9.9
Lawson Cypress,22,25,1732,14.8,16.8,38.3,221,39,1,795,15,0.097,77,7,0,65.9,346,3.11,30.9,13.9
Lawson Cypress,22,30,1306,17.6,20.5,43,303,135,23,426,17.7,0.181,77,18,1,81,506,2.93,31.7,16.9
Lawson Cypress,22,35,1032,20.1,24.3,47.7,383,257,89,274,20.9,0.281,77,37,7,95.2,663,2.71,30.7,18.9
Lawson Cypress,22,40,845,22.3,27.9,51.8,456,364,199,187,24.5,0.411,77,52,19,108.1,812,2.44,29,20.3
Lawson Cypress,22,45,713,24.2,31.4,55.1,519,452,314,132,28,0.583,77,62,34,119.5,953,2.17,27.2,21.2
Lawson Cypress,22,50,617,25.9,34.6,57.9,575,524,412,96,31.6,0.784,76,66,46,129.8,1084,1.95,25.4,21.7
Lawson Cypress,22,55,550,27.4,37.5,60.7,631,590,498,67,34.9,0.99,66,61,48,139.1,1206,1.76,23.6,21.9
Lawson Cypress,22,60,501,28.9,40.2,63.4,684,650,574,49,38,1.202,60,56,48,147.4,1320,1.59,21.9,22
Lawson Cypress,22,65,462,30.2,42.6,65.8,734,703,639,39,40.8,1.4,56,53,47,155,1425,1.45,20.2,21.9
Lawson Cypress,22,70,430,31.4,44.9,68,778,751,695,32,43.4,1.663,53,51,46,162,1522,1.35,18.7,21.7
Lawson Cypress,22,75,404,32.4,47.1,70.3,818,794,742,26,46,1.949,50,48,45,168.4,1612,1.24,17.3,21.5
Lawson Cypress,22,80,381,33.4,49.1,72.1,853,831,783,23,48.3,2.17,48,47,44,174.4,1695,1.16,15.9,21.2
Western Red Cedar,20,15,3549,7.9,10.6,31,62,0,0,0,0,0,0,0,0,31,62,3.05,17.6,4.1
Western Red Cedar,20,20,2958,11,12.8,38.1,138,4,0,519,13,0.044,26,1,0,45.9,164,2.97,23.4,8.2
Western Red Cedar,20,25,1987,13.9,15.5,37.5,200,23,0,971,14.2,0.072,70,5,0,60.7,296,2.89,27.5,11.8
Western Red Cedar,20,30,1492,16.5,18.8,41.2,273,86,9,495,16.3,0.142,70,11,0,74.8,439,2.73,28.8,14.6
Western Red Cedar,20,35,1179,18.9,22.2,45.5,348,194,47,313,19.1,0.224,70,24,3,88,584,2.57,28.4,16.7
Western Red Cedar,20,40,962,21,25.6,49.6,417,302,128,217,22.2,0.323,70,39,10,100.5,723,2.35,27.1,18.1
Western Red Cedar,20,45,810,22.8,28.9,53,478,393,232,152,25.4,0.461,70,50,21,111.6,854,2.1,25.5,19
Western Red Cedar,20,50,698,24.5,31.9,55.7,531,467,333,112,28.6,0.622,70,57,33,121.5,977,1.89,23.8,19.5
Western Red Cedar,20,55,619,26,34.7,58.4,583,532,420,79,31.7,0.793,63,55,39,130.5,1092,1.7,22.2,19.9
Western Red Cedar,20,60,561,27.4,37.2,61,634,592,497,58,34.6,0.964,56,51,40,138.5,1199,1.54,20.7,20
Western Red Cedar,20,65,516,28.6,39.5,63.3,682,645,565,45,37.3,1.141,52,48,41,145.8,1299,1.4,19.1,20
Western Red Cedar,20,70,480,29.8,41.7,65.4,724,692,623,36,39.7,1.332,49,46,41,152.5,1390,1.28,17.6,19.9
Western Red Cedar,20,75,450,30.8,43.7,67.4,762,733,673,30,42.1,1.572,47,45,40,158.6,1474,1.17,16.2,19.7
Western Red Cedar,20,80,424,31.7,45.5,69,795,768,713,26,44.2,1.741,45,43,40,164.2,1552,1.09,14.8,19.4
Lawson Cypress,20,15,3549,7.9,10.6,31,62,0,0,0,0,0,0,0,0,31,62,3.05,17.6,4.1
Lawson Cypress,20,20,2958,11,12.8,38.1,138,4,0,519,13,0.044,26,1,0,45.9,164,2.97,23.4,8.2
Lawson Cypress,20,25,1987,13.9,15.5,37.5,200,23,0,971,14.2,0.072,70,5,0,60.7,296,2.89,27.5,11.8
Lawson Cypress,20,30,1492,16.5,18.8,41.2,273,86,9,495,16.3,0.142,70,11,0,74.8,439,2.73,28.8,14.6
Lawson Cypress,20,35,1179,18.9,22.2,45.5,348,194,47,313,19.1,0.224,70,24,3,88,584,2.57,28.4,16.7
Lawson Cypress,20,40,962,21,25.6,49.6,417,302,128,217,22.2,0.323,70,39,10,100.5,723,2.35,27.1,18.1
Lawson Cypress,20,45,810,22.8,28.9,53,478,393,232,152,25.4,0.461,70,50,21,111.6,854,2.1,25.5,19
Lawson Cypress,20,50,698,24.5,31.9,55.7,531,467,333,112,28.6,0.622,70,57,33,121.5,977,1.89,23.8,19.5
Lawson Cypress,20,55,619,26,34.7,58.4,583,532,420,79,31.7,0.793,63,55,39,130.5,1092,1.7,22.2,19.9
Lawson Cypress,20,60,561,27.4,37.2,61,634,592,497,58,34.6,0.964,56,51,40,138.5,1199,1.54,20.7,20
Lawson Cypress,20,65,516,28.6,39.5,63.3,682,645,565,45,37.3,1.141,52,48,41,145.8,1299,1.4,19.1,20
Lawson Cypress,20,70,480,29.8,41.7,65.4,724,692,623,36,39.7,1.332,49,46,41,152.5,1390,1.28,17.6,19.9
Lawson Cypress,20,75,450,30.8,43.7,67.4,762,733,673,30,42.1,1.572,47,45,40,158.6,1474,1.17,16.2,19.7
Lawson Cypress,20,80,424,31.7,45.5,69,795,768,713,26,44.2,1.741,45,43,40,164.2,1552,1.09,14.8,19.4
Western Red Cedar,18,15,3592,7.3,9.9,27.9,46,0,0,0,0,0,0,0,0,27.9,46,2.84,14.4,3.1
Western Red Cedar,18,20,3505,10.2,12.2,40.7,129,2,0,87,12.7,0.058,5,0,0,41.8,134,2.78,20.3,6.7
Western Red Cedar,18,25,2301,12.9,14.4,37.3,180,13,0,1204,13.5,0.052,63,3,0,55.6,249,2.69,24.3,9.9
Western Red Cedar,18,30,1718,15.4,17.2,39.8,245,49,1,583,15.2,0.108,63,6,0,68.7,376,2.57,25.9,12.5
Western Red Cedar,18,35,1358,17.7,20,43.5,313,133,21,360,17.4,0.175,63,14,1,81,507,2.4,25.8,14.5
Western Red Cedar,18,40,1110,19.7,23.3,47.2,377,233,69,248,20,0.254,63,26,4,92.5,634,2.24,24.8,15.9
Western Red Cedar,18,45,929,21.5,26.3,50.6,435,327,152,181,22.9,0.349,63,38,10,103.4,755,2.03,23.5,16.8
Western Red Cedar,18,50,800,23,29.1,53.3,486,403,243,129,25.7,0.485,63,46,20,112.8,869,1.8,22.1,17.4
Western Red Cedar,18,55,703,24.5,31.8,55.8,534,468,332,97,28.5,0.622,60,49,28,121.4,977,1.64,20.7,17.8
Western Red Cedar,18,60,635,25.8,34.2,58.3,581,528,411,68,31.2,0.767,53,46,32,129.2,1077,1.49,19.4,17.9
Western Red Cedar,18,65,583,27,36.4,60.7,626,581,480,52,33.7,0.907,48,43,33,136.3,1170,1.35,18,18
Western Red Cedar,18,70,541,28.1,38.4,62.8,667,628,540,42,36,1.059,45,42,34,142.8,1256,1.22,16.5,17.9
Western Red Cedar,18,75,506,29,40.3,64.6,703,668,592,35,38.2,1.222,43,40,35,148.6,1335,1.11,15.2,17.8
Western Red Cedar,18,80,477,29.9,42,66.1,735,703,635,29,40.2,1.386,41,39,35,153.9,1408,1.03,13.7,17.6
Lawson Cypress,18,15,3592,7.3,9.9,27.9,46,0,0,0,0,0,0,0,0,27.9,46,2.84,14.4,3.1
Lawson Cypress,18,20,3505,10.2,12.2,40.7,129,2,0,87,12.7,0.058,5,0,0,41.8,134,2.78,20.3,6.7
Lawson Cypress,18,25,2301,12.9,14.4,37.3,180,13,0,1204,13.5,0.052,63,3,0,55.6,249,2.69,24.3,9.9
Lawson Cypress,18,30,1718,15.4,17.2,39.8,245,49,1,583,15.2,0.108,63,6,0,68.7,376,2.57,25.9,12.5
Lawson Cypress,18,35,1358,17.7,20,43.5,313,133,21,360,17.4,0.175,63,14,1,81,507,2.4,25.8,14.5
Lawson Cypress,18,40,1110,19.7,23.3,47.2,377,233,69,248,20,0.254,63,26,4,92.5,634,2.24,24.8,15.9
Lawson Cypress,18,45,929,21.5,26.3,50.6,435,327,152,181,22.9,0.349,63,38,10,103.4,755,2.03,23.5,16.8
Lawson Cypress,18,50,800,23,29.1,53.3,486,403,243,129,25.7,0.485,63,46,20,112.8,869,1.8,22.1,17.4
Lawson Cypress,18,55,703,24.5,31.8,55.8,534,468,332,97,28.5,0.622,60,49,28,121.4,977,1.64,20.7,17.8
Lawson Cypress,18,60,635,25.8,34.2,58.3,581,528,411,68,31.2,0.767,53,46,32,129.2,1077,1.49,19.4,17.9
Lawson Cypress,18,65,583,27,36.4,60.7,626,581,480,52,33.7,0.907,48,43,33,136.3,1170,1.35,18,18
Lawson Cypress,18,70,541,28.1,38.4,62.8,667,628,540,42,36,1.059,45,42,34,142.8,1256,1.22,16.5,17.9
Lawson Cypress,18,75,506,29,40.3,64.6,703,668,592,35,38.2,1.222,43,40,35,148.6,1335,1.11,15.2,17.8
Lawson Cypress,18,80,477,29.9,42,66.1,735,703,635,29,40.2,1.386,41,39,35,153.9,1408,1.03,13.7,17.6
Western Red Cedar,16,15,3638,6.6,9.2,24.3,32,0,0,0,0,0,0,0,0,24.3,32,2.62,11.4,2.1
Western Red Cedar,16,20,3443,9.3,11.7,37.2,103,1,0,195,0,0,0,0,0,37.2,103,2.57,16.9,5.2
Western Red Cedar,16,25,2585,11.9,13.7,38,159,8,0,858,13.3,0.049,42,2,0,50,201,2.5,21,8
Western Red Cedar,16,30,1925,14.3,16.1,39.2,216,30,0,660,14.6,0.085,56,4,0,62.2,314,2.39,23,10.5
Western Red Cedar,16,35,1532,16.4,18.8,42.5,277,88,9,393,16.4,0.142,56,9,0,73.9,431,2.26,23.4,12.3
